,branchNumber,type,openDate,id,iban,balance,currency,cust_id
8340,507,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0fe98de1-067c-497d-9b99-82e31371974d,,23.01,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_468dfc95-e152-4cf5-bf74-c95471f7a40b
8341,507,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fda1325d-a9e1-4a61-978a-bee29b2fe95b,,38.34,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_468dfc95-e152-4cf5-bf74-c95471f7a40b
8342,507,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_157ad054-9db8-4de0-bd09-a8216af8ec92,,101759.52,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_812ff323-7e54-4087-9cf9-d1509d271ce9
8343,507,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8f6be946-602e-44d6-9e00-125956168999,,64378.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_812ff323-7e54-4087-9cf9-d1509d271ce9
8344,1246,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_be61362e-e618-410f-8dba-6a98ac1e047d,,10932.3,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7ec9a25b-beaa-4548-80dd-030b74b60ff9
8345,1246,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d09dce9d-e2e2-43f2-ad85-ab6782e3cf03,,14701.08,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7ec9a25b-beaa-4548-80dd-030b74b60ff9
8346,1929,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_54049ab4-1a51-47bd-ad40-cf78f3deea76,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1e658a20-3137-4588-9a02-4e60f273e696
8347,1929,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2b570d91-0f09-4f07-a528-a7a4ae8b591a,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1e658a20-3137-4588-9a02-4e60f273e696
8348,374,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9d2a3b73-2288-40a1-a0aa-53ca8b070a8a,,32392.87,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4af4b5e-7573-4ffc-8501-a71cc8c7caf6
8349,374,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_013561fe-c459-4040-9937-b6d5a86b4bea,,25874.88,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4af4b5e-7573-4ffc-8501-a71cc8c7caf6
8350,1844,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_44f60b90-7408-463d-9632-73f78af3bd9d,,8271.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_15fc8d5a-28f8-4de4-9eab-e480d0cb4fdd
8351,1844,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b71576c3-7a0f-4b12-83e7-1f6309752490,,5052.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_15fc8d5a-28f8-4de4-9eab-e480d0cb4fdd
8352,1923,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4f2a8969-85df-40da-bb42-dab7b69a4a11,,39678.77,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_61795ab2-861a-4567-ba20-a9c999dc612f
8353,1923,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_37fd620b-c3e7-4789-b55d-7cfa779f63c2,,30495.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_61795ab2-861a-4567-ba20-a9c999dc612f
8354,1923,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6f755912-7bfe-4dc9-8580-28c6599a057d,,35553.13,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b42cdf87-c337-4646-b599-92751d25618c
8355,1923,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_01a1f4cb-ee58-48e1-b09f-47eb7579e3af,,27972.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b42cdf87-c337-4646-b599-92751d25618c
8356,235,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0529860b-d4b2-4fd6-9d09-280d82f6de99,,10801.94,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_502658d9-e7fb-46e7-b609-4752b1ead6bc
8357,235,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d3c328f6-67e4-44cc-8c80-46e98bd24bd1,,27619.78,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_502658d9-e7fb-46e7-b609-4752b1ead6bc
8358,374,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0a9485f2-5cf6-4f1a-a871-072d04111c4b,,20054.59,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a2930a47-2424-4a1f-883b-49a7eafe845d
8359,374,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_aa08e063-5ea4-4d47-b56c-1aff917a9493,,17611.46,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a2930a47-2424-4a1f-883b-49a7eafe845d
8360,1800,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5099158f-8fb0-4905-a8a3-a09c214b8beb,,148.23,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f01f2508-03ac-4859-8b8c-ecc37cc9830a
8361,1800,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9ce265fd-cac1-474a-b789-02821ac9dc0e,,112.52,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f01f2508-03ac-4859-8b8c-ecc37cc9830a
8362,87,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8c0e86c2-145e-4e13-aba5-e0f3bcff0757,,1806.69,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_e27d2090-c25e-4263-a3b0-6ec807f219e0
8363,87,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ef7a2566-966a-41f6-ba23-ffe27ae3cc64,,6200.58,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_e27d2090-c25e-4263-a3b0-6ec807f219e0
8364,11754,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_11307046-ee9c-4307-a941-41da7157422b,,5569.01,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_97a3d00f-a19f-4c9e-a97d-6c9163c08a4a
8365,11754,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1ef48b28-e2b4-4569-a1e4-99c84deee262,,3112.66,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_97a3d00f-a19f-4c9e-a97d-6c9163c08a4a
8366,677,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_926ee554-39d0-4c93-a5f9-c24005aaf9f8,,32881.53,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_34b8b4a1-3baa-4f05-a20e-a98396e1c334
8367,677,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6052d5fe-2941-4cb2-b680-1eee03f370b2,,14561.76,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_34b8b4a1-3baa-4f05-a20e-a98396e1c334
8368,1872,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ef352634-5b5d-491e-8ebc-7d5777a5ca16,,19179.89,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_31790e4c-d73e-4c73-b62a-206ad1f1d80d
8369,1872,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7f522fe2-41ec-42ce-9819-3dfacb481e24,,15655.44,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_31790e4c-d73e-4c73-b62a-206ad1f1d80d
8370,1640,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2bbad017-7943-4445-a68b-1f99f59f49b0,,3260.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7be1e9f1-ad3d-4304-9842-063f544c96e5
8371,1640,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1db05ca-e5af-4f42-b2a1-5ee13ba38e38,,11867.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7be1e9f1-ad3d-4304-9842-063f544c96e5
8372,1476,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1a3e8024-0df9-4f0f-9648-ead4c2925b73,,9265.9,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f6384c5f-ed0a-4175-b6d5-8e03e1880b7a
8373,1476,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3490a08-376e-480e-932e-57156df4b691,,24507.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f6384c5f-ed0a-4175-b6d5-8e03e1880b7a
8374,1790,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d504e303-2594-4e88-bb2b-480757394ad1,,7650.66,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1f8b5f52-97c1-493e-8d9c-dc4632e0baae
8375,1790,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6fc04db5-64b5-4aff-a845-290bbdf214b5,,6802.64,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1f8b5f52-97c1-493e-8d9c-dc4632e0baae
8376,12493,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d644ffe7-e616-41f5-b62c-4cdb750dc523,,29122.39,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_81180f68-e58e-4877-a901-389d7a76d51d
8377,12493,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9ce82d4e-f926-4c0f-9fd6-4ff9909d9e92,,8089.62,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_81180f68-e58e-4877-a901-389d7a76d51d
8378,1984,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d6962e50-4107-4339-8026-fad7fd539d23,,51644.75,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ec483672-bfb6-4358-b6aa-f88e64bec008
8379,1984,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_52d1b75d-77e9-4025-ba90-8772f88a0ce9,,30825.56,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ec483672-bfb6-4358-b6aa-f88e64bec008
8380,573,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d56ac566-1da6-43f4-80a1-ad81df1e9823,,7740.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_26404619-ad0a-41b1-abfb-c87473156b0c
8381,573,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d513d91f-04d4-4c60-a687-d5c53aaac315,,4199.82,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_26404619-ad0a-41b1-abfb-c87473156b0c
8382,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ab2d75a1-70fb-4750-95d6-58607f542f1e,,4221.52,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_be19800a-cda5-4b8f-b7c4-a3a597a2e1ff
8383,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a88a28f9-0e8c-489a-9f27-1719b6c52f1b,,6134.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_be19800a-cda5-4b8f-b7c4-a3a597a2e1ff
8384,335,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c76106f1-8a00-4106-a419-e5c99c98a7ec,,14.42,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_34433c74-8bf1-4331-8c9e-07f8bdd4ee7b
8385,335,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0d0e9dc7-5a9c-452b-b1a3-8d9f37240165,,76.82,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_34433c74-8bf1-4331-8c9e-07f8bdd4ee7b
8386,331,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_857c6434-7297-48ec-a03f-7e43afaca3f3,,11273.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eb5eb4ed-7b72-4078-bcb9-0569cfba2de0
8387,331,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e7bf7bca-7606-4c51-a2e1-6a39d1dc9227,,6312.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eb5eb4ed-7b72-4078-bcb9-0569cfba2de0
8388,1580,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f6d403ae-f21f-4f7d-a0d7-9dc17b44c0a8,,3940.67,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bcf297cc-45a9-4415-836b-4474a3b02a42
8389,1580,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2c756751-73db-44f0-a960-61272e3152e1,,10492.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bcf297cc-45a9-4415-836b-4474a3b02a42
8390,1580,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6005f6b0-3bb8-4443-aec5-d3d65ce9cb7a,,22.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_43b2eb0e-8832-44e4-8c82-e0149962d275
8391,1580,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3e454c32-5543-4dc6-ad64-71d87b53ae95,,109.68,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_43b2eb0e-8832-44e4-8c82-e0149962d275
8392,1488,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_aefc8c1d-73da-4f09-9c28-9bdfbf8b4e93,,2228.25,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9c54bc6e-8f76-4684-a8de-bac8850a1fdf
8393,1488,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c3fc8d53-4f16-42b2-996c-8cffbc74dc2e,,13114.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9c54bc6e-8f76-4684-a8de-bac8850a1fdf
8394,193,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_64f06f98-e159-47bb-96a3-3cf7534c3da5,,13613.34,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_16f13008-b57b-492a-aee5-62c3edc8f465
8395,193,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a215223d-4b7e-4d53-bea4-0330690ab406,,10486.98,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_16f13008-b57b-492a-aee5-62c3edc8f465
8396,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cfeb4b4a-34cb-4e5a-89cc-eab6fb5d6890,,5618.9,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8ea679da-a03d-4306-8457-13d8d49ab4f0
8397,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0f958148-fa3f-42a5-ba4c-392393f7f270,,3197.02,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8ea679da-a03d-4306-8457-13d8d49ab4f0
8398,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cef6e540-5aaf-4a9e-bc55-8015669526f2,,1143.89,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3a534d5-1f63-457c-a291-9af1116aa264
8399,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3cc165a5-f3e7-4549-86e7-7832a817e56d,,7046.76,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3a534d5-1f63-457c-a291-9af1116aa264
8400,571,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f5de0e64-f5d0-4bc8-b084-fa4efbf5cc3c,,78659.55,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5157b535-5a62-4c43-9563-19393542282c
8401,571,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_bc8fd014-a703-44b0-b3c6-37abd476c1fc,,48640.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5157b535-5a62-4c43-9563-19393542282c
8402,1968,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a213ea56-2b8b-4d6a-8921-38629243ce72,,14626.36,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_41fe90e5-8a5e-4329-8981-a36d504e2fc4
8403,1968,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4bd181f0-3ae3-4a0e-9242-52bb7be49a85,,11524.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_41fe90e5-8a5e-4329-8981-a36d504e2fc4
8404,235,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5075c47d-7287-4bd9-aab1-f81270213f7a,,28019.93,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ece7675f-a4c1-45c4-b5f2-af5b22a7d6e6
8405,235,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c03c0493-06d4-40ba-9494-0d3ea0a361b7,,13036.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ece7675f-a4c1-45c4-b5f2-af5b22a7d6e6
8406,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e15feadc-416f-438a-a208-ba3303f586cc,,-10451.29,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d7286efb-cd59-4091-b8f0-fb7bc7e1974d
8407,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f31a2d58-20b0-4632-9fa9-25f4113350c1,,24735.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d7286efb-cd59-4091-b8f0-fb7bc7e1974d
8408,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ac5ee4d9-1428-47a2-a4d7-31d6105c4f6d,,22276.01,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c53483f1-7364-4150-af34-41c25b6948ee
8409,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_25c2a9dc-081b-4ff9-839d-88303e3134de,,14459.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c53483f1-7364-4150-af34-41c25b6948ee
8410,543,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_05fc9cad-4623-430f-a346-f68495033f00,,36010.75,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0bff04fb-c2a4-435c-8161-b6f9c815e867
8411,543,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2ff0567e-8cd8-4c52-a972-93605426f2b7,,25360.08,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0bff04fb-c2a4-435c-8161-b6f9c815e867
8412,1968,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0120803c-9928-4c5a-abc1-5a2ca8c64639,,13030.21,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_12f2ff91-5784-4f47-8ad5-6b5eb4271792
8413,1968,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_90d7d9a7-5dfe-484b-b667-b9ab3b6dd6ee,,35658.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_12f2ff91-5784-4f47-8ad5-6b5eb4271792
8414,12020,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a5951f81-ee1c-49d7-b2db-655e57f7d5ab,,598.63,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_04e31883-7dbf-4b83-8a8a-246901792ab0
8415,12020,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e06cad5f-d9e1-4ffc-9409-a2c97bf150a5,,6057.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_04e31883-7dbf-4b83-8a8a-246901792ab0
8416,10331,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7e441738-ff61-46b6-bba2-370668cc0084,,2687.87,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_80b1e6ad-07cf-4a5d-9443-2e2812c12c15
8417,10331,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e604a4db-2f39-4963-8401-629878993cfe,,9049.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_80b1e6ad-07cf-4a5d-9443-2e2812c12c15
8418,1993,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5996d67b-76a7-4a90-b9d6-54c49e680b8c,,5513.98,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d2a3d7cf-30a2-4f7c-893c-786ba5b5a24f
8419,1993,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_edf5b6c3-97fe-4127-ba02-0e1cf9b59562,,5980.42,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d2a3d7cf-30a2-4f7c-893c-786ba5b5a24f
8420,15004,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cfb4ae27-7b20-4d6a-bfe1-6733bf181973,,26.78,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0ea97b5e-d653-4a12-a9e3-80da44bb62da
8421,15004,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3579588c-e2c4-499a-a7ae-9d96c97e6778,,104.24,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0ea97b5e-d653-4a12-a9e3-80da44bb62da
8422,15004,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d9b3ae0b-2299-42a0-8dcd-cd0de77673ba,,29219.42,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cabd00cb-9106-4ae6-9eb3-529ee724630e
8423,15004,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8ab8ae59-5e0d-4430-949a-988974c3fe30,,19908.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cabd00cb-9106-4ae6-9eb3-529ee724630e
8424,538,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f31b4f5b-1c92-462e-a008-22442ed7475e,,11129.27,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b49f1c55-01cd-41ff-806e-9414987569d1
8425,538,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_883d35ce-fca2-4b50-ade3-68b415de1cc1,,22149.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b49f1c55-01cd-41ff-806e-9414987569d1
8426,1444,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_96ebdf1a-71cb-4068-bc7f-cae17a57c65d,,13203.44,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_506706b2-caad-44e1-aa0b-4b3568f7cca7
8427,1444,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b65b7ef2-5e5c-4144-8f60-a9b9b47984a2,,33493.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_506706b2-caad-44e1-aa0b-4b3568f7cca7
8428,12934,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_08b22468-b482-4e83-aaf3-8be085b88d51,,17668.58,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_98addd53-919c-4bea-adfd-79ec8f8dd820
8429,12934,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_86440f2e-6dee-4618-98d1-6e3eedb647f9,,12444.74,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_98addd53-919c-4bea-adfd-79ec8f8dd820
8430,12934,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_40d705de-411e-4fc2-93a8-ec04ce5e0799,,29766.33,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_73fb035e-f189-495c-9199-534122fefacc
8431,12934,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_64b5b5e2-6c77-4b8e-808e-54dd22eac184,,6747.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_73fb035e-f189-495c-9199-534122fefacc
8432,13972,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0028ef9c-76be-4f84-b47f-6fd8e8e6fa65,,12291.45,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_046f05c1-f72a-4a12-83e1-c60830e17bce
8433,13972,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e519dfba-1803-4358-bc93-8fbc40136c25,,6774.34,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_046f05c1-f72a-4a12-83e1-c60830e17bce
8434,1795,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6b1871a2-d5b8-4604-98b2-eea5ea18a033,,14936.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_62565a24-6d7a-4718-a400-79704e63ebd4
8435,1795,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d4513e4e-5829-4386-aaba-1d85e2ea21ca,,17226.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_62565a24-6d7a-4718-a400-79704e63ebd4
8436,1195,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_36c0fdec-abea-48d0-bfb9-9461d3b70d0c,,2190.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0269b2e0-aadf-433d-b5ce-ad0a5ceabced
8437,1195,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_536b9d24-94c7-477b-9db9-aebf7c3fac10,,5506.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0269b2e0-aadf-433d-b5ce-ad0a5ceabced
8438,1195,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_78fd3f20-3f6f-48eb-a6ca-ddc5c0436e1b,,921.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7aae87a0-01c5-48d8-ac77-22b41f9df574
8439,1195,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fbbb4aca-8809-4a6c-88f9-1f08050f41f0,,10202.36,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7aae87a0-01c5-48d8-ac77-22b41f9df574
8440,1704,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b05b2b9c-a492-4237-af49-b857c22e3019,,8813.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2320d961-2953-489e-b824-2d9821bfe01f
8441,1704,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_605b91c9-2004-4aae-be14-7d7c2431fc57,,7321.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2320d961-2953-489e-b824-2d9821bfe01f
8442,1592,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_69fc1c14-bc57-4c5b-8599-1a940a52be36,,47495.56,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_66585ea5-084f-4116-a9de-99c2c7c060c1
